tweet, time
@andkatewaslike Sorry to hear that! DM us your order number and we can help.,Wed Aug 09 16:32:59 +0000 2017
🌅 pic via #jeannedamas https://t.co/9aHOaDENvL,Wed Aug 09 13:00:32 +0000 2017
Wowder: kicking forehead shine's ass since 2017. ✨ @emilywweiss https://t.co/WFm1PH7tj7 https://t.co/iTVH2JhbLM,Tue Aug 08 21:00:20 +0000 2017
RT @JennaTropea: I've ordered @glossier twice in the course of 2 weeks so I guess you could say things are getting pretty serious.,Tue Aug 08 19:37:56 +0000 2017
RT @seulghi: Used @glossier's wowder for the first time today &amp; I literally said "wow" 👏🏼👌🏼💕,Tue Aug 08 17:26:30 +0000 2017
@Elle_Files Feel free to send it to us in a DM 💕,Tue Aug 08 17:06:40 +0000 2017
via @smeezi https://t.co/jBQgroDI7I,Tue Aug 08 17:00:18 +0000 2017
@NoiretteDiary We don't currently have a retail location in LA; but our products are available 24/7 on https://t.co/lJPHYSrKkl ✨,Tue Aug 08 16:59:47 +0000 2017
RT @BIANGELUS: i used my @glossier masks and my skin is so happy and soft,Tue Aug 08 13:42:01 +0000 2017
https://t.co/UsRri1AEjm,Tue Aug 08 13:00:30 +0000 2017
"It was so easy to learn how to apply; and it helped me achieve that even-toned skin I always wanted."—@glamourmag https://t.co/zioPyD26Gw,Mon Aug 07 21:00:04 +0000 2017
@etherealbunny DM us with your account info and we can convert your credit to CAD 👌,Mon Aug 07 20:52:12 +0000 2017
@anafertorres Sorry to hear that! DM us with your order number and we can help.,Mon Aug 07 20:51:08 +0000 2017
RT @IntoTheGloss: On wearing braces &amp; her hard-earned @AtlantaFX journey;https://t.co/t4QRSTPQ4o,Mon Aug 07 19:53:14 +0000 2017
Made our day 💌 https://t.co/6KIj5Vzs8Y https://t.co/UC08E0TRLL,Mon Aug 07 17:00:25 +0000 2017
Monday https://t.co/8cHejbWhsa,Mon Aug 07 13:00:18 +0000 2017
For non-dewy days https://t.co/WuhEzxh0Se https://t.co/AcBuoxeYsk,Sun Aug 06 23:00:06 +0000 2017
@xoxoMarq Sorry to hear that! DM us with your order number and we can help.,Sun Aug 06 20:01:00 +0000 2017
@MignonBeets We do not suggest baking with Wowder; but its Vitamin E will work perfectly on drier skin to achieve a smooth; silky texture ✨,Sun Aug 06 20:00:15 +0000 2017
@AdriannaSolano Sorry to hear that! Soap and water should do the trick 👌,Sun Aug 06 19:57:19 +0000 2017
@sadgirlrayray Sorry to hear that! DM us with your order number and we can help.,Sun Aug 06 19:53:27 +0000 2017
@MegannLinkk Sorry that happened! DM us your order number and we'll see what we can do.,Sun Aug 06 19:48:27 +0000 2017
@catherinejoysf We cannot currently accept discount codes in our showroom; so we recommend using them on https://t.co/lJPHYSrKkl!,Sun Aug 06 19:42:56 +0000 2017
@AlJuharamun We're working hard to get to as many countries as we can! Stay tuned for more details on our international plans.,Sun Aug 06 19:30:08 +0000 2017
@NShakfeh Wowder is a finishing powder; so for extra coverage; we recommend layering over Perfecting Skin Tint and/or Stretch Concealer 👌,Sun Aug 06 19:27:29 +0000 2017
https://t.co/nmEthjV3KS,Sun Aug 06 19:00:06 +0000 2017
📫📦💕https://t.co/QqFvtF1kjn @devinkielle https://t.co/G4RYmoqLiJ,Sat Aug 05 19:00:33 +0000 2017
@hellomadalyn DM us and we can help!,Sat Aug 05 18:47:14 +0000 2017
@elizabethlehem DM us your order # and we can look into it!,Sat Aug 05 15:07:44 +0000 2017
Lots more. https://t.co/nYxllP88uj @moonzidsara https://t.co/F8t2AOMvyi,Sat Aug 05 15:00:13 +0000 2017
@kellybnz DM us and we can help!,Sat Aug 05 13:38:01 +0000 2017
RT @EsteeLalonde: I'm wearing the @glossier lipstick in Jam! 💗,Sat Aug 05 00:22:31 +0000 2017
RT @me110wH0L0gram: Using @glossier phone backgrounds because that's how obsessed I am https://t.co/EzXSbjOH8w,Sat Aug 05 00:21:45 +0000 2017
RT @couturetits: I got my wowder!!! im so psyched @glossier https://t.co/roOWRwbdSw,Sat Aug 05 00:21:41 +0000 2017
Wowder weightless finishing powder comes in three super sheer; adaptable shades. Find yours 👇… https://t.co/TD0rnZRSuE,Fri Aug 04 21:00:13 +0000 2017
@pinkhealys We're so excited to be shipping to the U.K. this fall. Stay tuned!,Fri Aug 04 17:13:02 +0000 2017
"Cloud Paint en route to Barcelona" 💕✈️ https://t.co/HECcAGiWyl https://t.co/jvgCXpYFNM,Fri Aug 04 17:00:15 +0000 2017
@Chichibeee DM us your order number and we'll look into it!,Fri Aug 04 16:43:47 +0000 2017
RT @IntoTheGloss: Top Shelf Live with your favorite beauty experts!;https://t.co/nyMbs7Y6tr,Fri Aug 04 15:14:40 +0000 2017
https://t.co/x2eIdE6u69,Fri Aug 04 13:00:22 +0000 2017
#tbt to last week at #campglossier https://t.co/ktqF9JRPLY,Thu Aug 03 17:05:10 +0000 2017
RT @IntoTheGloss: Camille Becerra; Chef https://t.co/fLDfzIqmj7,Thu Aug 03 16:00:23 +0000 2017
RT @lilypebbles: Wearing my @glossier jumper today &amp; it's the cosiest 😍,Thu Aug 03 14:33:20 +0000 2017
@abbymumford DM us and we'll help.,Thu Aug 03 14:22:51 +0000 2017
@courtneyghuff DM us your email address and we'll look into it 👍,Thu Aug 03 14:17:16 +0000 2017
RT @byrdiebeauty: No Lie: @Glossier's Wowder lasted all day on my oily skin https://t.co/jUkxbXrr35,Thu Aug 03 13:19:59 +0000 2017
Do the dew; or don’t! ✨,Thu Aug 03 13:00:50 +0000 2017
Alisha wears Wowder in Dark/Deep https://t.co/XjQMse5gAr https://t.co/wGgIXr8xOb,Wed Aug 02 21:00:25 +0000 2017
@THFT90s You can buy Wowder and the Wowder Brush separately; but you’ll save $7 USD when you buy them together in our Wowder Duo 💕,Wed Aug 02 20:31:33 +0000 2017
Madeleine and Angela wear Wowder in Light/Medium https://t.co/k52TPgrDgQ https://t.co/HHtAeUMUlF,Wed Aug 02 17:22:06 +0000 2017
@steffschackcart The Wowder Duo ships free 😊,Wed Aug 02 16:26:41 +0000 2017
RT @IntoTheGloss: Body cream on lips is just one her quick tips https://t.co/govtfoazAU,Wed Aug 02 16:21:16 +0000 2017
@afong1018 No; but we're working on expanding country by country. Stay tuned!,Wed Aug 02 16:12:36 +0000 2017
@liebrows DM us your email address and we'll look into it.,Wed Aug 02 16:01:27 +0000 2017
@THFT90s You can buy Wowder and the Wowder Brush separately; but you’ll save $7 USD when you buy them together in our Wowder Duo 👍,Wed Aug 02 15:52:59 +0000 2017
@lincolnparkmin DM us your order number and we'll help!,Wed Aug 02 15:45:32 +0000 2017
Zeyna wears Wowder in Rich https://t.co/lubF5C3IyD https://t.co/hnS0EYmI4j,Wed Aug 02 13:00:21 +0000 2017
@b_vega15 DM us a selfie and we can help with that 👍,Tue Aug 01 21:42:54 +0000 2017
Wow! Thank you guys for a great WOWDER launch day https://t.co/zueQhyWKNX,Tue Aug 01 21:38:47 +0000 2017
RT @IntoTheGloss: 🚨New @glossier Alert🚨 It's not powder; it's Wowder https://t.co/XslTreigME,Tue Aug 01 21:10:52 +0000 2017
@karinasparkles We recommend applying Wowder after Perfecting Skin Tint and Stretch Concealer; but before Haloscope ✨,Tue Aug 01 20:30:09 +0000 2017
@natalienyee Yes! We recommend choosing the Wowder that corresponds with your Skin Tint/Stretch Concealer shade.,Tue Aug 01 20:23:43 +0000 2017
The Wowder Brush: perfect size; perfect shape; perfect density for the optimal matte-not-flat finish. 🐰❌Cruelty fre… https://t.co/9oqgmlUAYL,Tue Aug 01 19:01:41 +0000 2017
@RisaArocha We are currently offering free shipping if you purchase two items or more.,Tue Aug 01 17:58:12 +0000 2017
RT @InStyle: .@Glossier is launching the loose powder of your dreams: https://t.co/GgWT4Tv3t3,Tue Aug 01 17:49:17 +0000 2017
Light; airy; and vanishes into skin. In three sheer; adaptable shades; because no skintone is HD-white.… https://t.co/zPpfXXJwda,Tue Aug 01 17:00:22 +0000 2017
@_FarzanaAhmed,Tue Aug 01 16:55:07 +0000 2017
RT @eimyfig: wakes up; orders @glossier wowder; goes back to sleep.,Tue Aug 01 16:29:25 +0000 2017
@adrifuentes22 Yes; we developed Wowder to be sheer and lightweight; so it will enhance your skin instead of covering it.,Tue Aug 01 14:47:41 +0000 2017
@kris10cabrera Yes; Wowder is available to purchase in the showroom.,Tue Aug 01 14:42:18 +0000 2017
@RavenDampier @laurenschroer DM us a selfie and we’ll help you shade match!,Tue Aug 01 14:38:25 +0000 2017
RT @samanthann92: Had no choice. I had to order @glossier wowder the moment it came out 🙌🏻,Tue Aug 01 14:37:09 +0000 2017
RT @thesixthlisbon: I couldn't decide between paying my bill versus ordering @glossier's Wowder.;;JK; I ordered the Wowder.,Tue Aug 01 14:34:52 +0000 2017
RT @POPSUGARBeauty: Women of color will love @Glossier's newest product. https://t.co/ZLdTRAWjFC,Tue Aug 01 14:25:07 +0000 2017
RT @Paramonica: @glossier sells powder now and my life is truly complete,Tue Aug 01 13:37:35 +0000 2017
The type of powder you make a little montage movie about ‍💕👱🏻‍♀️🙋🏾💁🏿🤷🏻‍♀️👩🏻‍🎨 meet WOWDER 📲 https://t.co/Bo70BPXp9P https://t.co/o6wDAUJ1aE,Tue Aug 01 13:03:48 +0000 2017
@OMontagnese You look good ✨,Tue Aug 01 12:55:07 +0000 2017
@QUIARART You look good,Tue Aug 01 12:52:45 +0000 2017
Drops tomorrow. https://t.co/ScoqUTp2ze https://t.co/iGm3yI45Uw,Mon Jul 31 21:50:02 +0000 2017
RT @IntoTheGloss: On all-natural self-tanner; the body lotion that doubles as eye cream; &amp; a seriously exhaustive dental care regimen https…,Mon Jul 31 19:42:59 +0000 2017
@beautyxdivision We'll be shipping to the U.K. later this year! Stay tuned for more details.,Mon Jul 31 19:40:18 +0000 2017
@b_vega15 Our products are sold on https://t.co/lJPHYSrKkl and in our NYC Showroom. Hope you can stop by and say 👋 https://t.co/UEargcp8eS,Mon Jul 31 19:38:11 +0000 2017
RT @zoeeeisenstein: post @glossier order feels;1. squeal and clap like a baby;2. head to the gym for some temporarily dewy skin until your…,Mon Jul 31 18:50:55 +0000 2017
Win the #campglossier t-shirt! Here's how—&gt; https://t.co/U9NqT9AG3L https://t.co/6sdYAX95vd,Mon Jul 31 17:07:50 +0000 2017
☀️ https://t.co/uVt79Ewkhu https://t.co/JvLtor08Be,Mon Jul 31 17:00:14 +0000 2017
RT @itsjahnina: shoutout to @glossier for my new phone background https://t.co/Bpi8s34Q0h,Mon Jul 31 15:39:13 +0000 2017
@ddotidotid We're excited to ship to France in 2018 and are working hard to get to as many countries as we can! Stay tuned.,Mon Jul 31 15:31:35 +0000 2017
@anakinstheme Sorry to hear that! DM us with your order number and we can help.,Mon Jul 31 15:26:59 +0000 2017
@stfnetea So sorry about that! DM us if you're still experiencing issues; and we'd be happy to help ASAP.,Mon Jul 31 15:24:12 +0000 2017
@LivingGloss Sorry that happened! DM us with your email and we can help.,Mon Jul 31 15:17:04 +0000 2017
RT @JennaTropea: Okay @glossier is the best thing that ever happened to my face and you can quote me on that.,Mon Jul 31 14:34:37 +0000 2017
@valeriyaanto Sorry that happened! DM us with your order number and we can help.,Mon Jul 31 13:43:02 +0000 2017
Today and every day. 🔂  https://t.co/52jcysKz7R https://t.co/0A4pEwLLPS,Mon Jul 31 13:11:43 +0000 2017
.@mirandakerr wears Boy Brow in Brown on her wedding day &lt;3 @vogue https://t.co/Bk0G8WrURu https://t.co/Du0GFYQjA5,Sun Jul 30 23:00:09 +0000 2017
We love you too.  https://t.co/4pxEfx2kf5 https://t.co/o5r50rqzwb,Sun Jul 30 19:07:48 +0000 2017
“Glossier boy brow has changed my life...I mean my brows...well actually both”—@celeenpalm https://t.co/CSoCWJrdWd https://t.co/UiJKsOGkQU,Sun Jul 30 19:00:06 +0000 2017
https://t.co/2xbCA1FvqT,Sun Jul 30 15:00:03 +0000 2017
Wear Boy Brow https://t.co/Q9lGQdDG1Y https://t.co/Eal69auhFn,Sat Jul 29 23:00:02 +0000 2017
@ditsy_kiki Sorry to hear that! DM us and we can help.,Sat Jul 29 18:58:14 +0000 2017
They're called "sprouts"; those little perky hairs closest to your nose. Let them grow; let them live!… https://t.co/7dIycJvRkj,Sat Jul 29 15:00:11 +0000 2017
@awkwardly_cool DM us your order number and we can help!,Sat Jul 29 14:28:58 +0000 2017
@castawxays We're expanding shipping to the U.K. this fall. Stay tuned!,Fri Jul 28 17:56:33 +0000 2017
@berrytiedye @jenn_lee Sorry to hear that. DM us your order number and we'll look into it.,Fri Jul 28 17:01:41 +0000 2017
"The best thing to happen to my face👌🏼" https://t.co/jmX2iXsNjY https://t.co/zXWUZyNusv,Fri Jul 28 17:00:28 +0000 2017
@BeautyMVP Our showroom is open today from 12-8pm.,Fri Jul 28 16:55:57 +0000 2017
@stephlang88 DM us and we'll take care of it!,Fri Jul 28 16:51:47 +0000 2017
Morning! https://t.co/u3KI8GTqYD,Fri Jul 28 13:00:21 +0000 2017
Cool hair! @IntoTheGloss https://t.co/kQZ8L72HDJ,Thu Jul 27 17:00:05 +0000 2017
@chloebryan Yes! Our showroom is open today 12-8pm ✨,Thu Jul 27 16:34:19 +0000 2017
@anakinstheme DM us with your order number and we can help!,Thu Jul 27 16:31:38 +0000 2017
@chrislately Milky Jelly Cleanser is oil-free 💧,Thu Jul 27 16:31:11 +0000 2017
@the_voguerogue Sorry about that! This promo is now expired; but we'll keep you posted if that changes.,Thu Jul 27 16:28:50 +0000 2017
@babifonseca2 Sorry for the confusion—we've recently updated our referral link discount. DM us if you'd like more info!,Thu Jul 27 16:22:44 +0000 2017
@aliceee09 We'll be shipping to the U.K. later this year! Stay tuned for more details.,Thu Jul 27 16:19:54 +0000 2017
@habibixing DM us for more info if you'd like help placing an order on https://t.co/lJPHYSa8VL :),Thu Jul 27 16:19:24 +0000 2017
@rcxymusic We do offer a sample of Milky Jelly Cleanser or Priming Moisturizer with all purchases on https://t.co/lJPHYSa8VL ✨,Thu Jul 27 16:17:50 +0000 2017
@AndreyaKlobucar Invisible Shield requires different packaging for Canada—but we’re working on it; so hang in there!,Thu Jul 27 16:15:37 +0000 2017
@StrictlySal We currently ship within the U.S.; Canada; and Puerto Rico; but we're working hard to get to as many countries as we can!,Thu Jul 27 16:14:52 +0000 2017
@iHartEricka DM us with your info for more details!,Thu Jul 27 16:13:44 +0000 2017
@feelingsoft_ DM us with your account info; and we can look into that!,Thu Jul 27 16:11:21 +0000 2017
@blckbelle We don't currently have a promo for first orders; but we are offering free shipping on orders of two or more items!,Thu Jul 27 16:11:00 +0000 2017
@kdonahue55 Feel free to DM us with your email if you aren't seeing your credit; and we can help 👍,Thu Jul 27 16:09:33 +0000 2017
@eaeichner Camp tees are currently only for our team; but we'll let you know if that changes 💕,Thu Jul 27 16:07:37 +0000 2017
@izzuhbell Try Super Bounce to plump up skin with moisture and bring back elasticity for supple softness 💧https://t.co/QIeVTTDhZy,Thu Jul 27 16:01:13 +0000 2017
@chloeperkinsx More info to come on shipping to the U.K. later this year! Stay tuned.,Thu Jul 27 15:58:09 +0000 2017
RT @IntoTheGloss: How to join us at #CampGlossier this weekend (in spirit);https://t.co/N0vsUU3FEM,Thu Jul 27 15:49:20 +0000 2017
@ninicreative1 We're excited!,Thu Jul 27 14:59:02 +0000 2017
@burtontshanice You look good ✨,Thu Jul 27 14:52:39 +0000 2017
@PatyPettypatty @NyxCosmetics You look good ✨,Thu Jul 27 14:51:56 +0000 2017
RT @jennieahlgren: .@glossier Boy Brow has absolutely changed my brows for the better. And since my brows are my life; I can say Boy Brow h…,Thu Jul 27 14:51:18 +0000 2017
@rmitty You look good ✨,Thu Jul 27 14:47:31 +0000 2017
In the wild. @carissasimons https://t.co/y02gdEd6az,Thu Jul 27 13:00:16 +0000 2017
🏆 Boy Brow: Our all-in-one brow fluffer; filler; and shaper. https://t.co/u9nNrsYyrn https://t.co/WC98SOXtUO,Wed Jul 26 21:00:16 +0000 2017
It's that time of year!! 🌲🐻🏕 3rd annual #CampGlossier https://t.co/njh1XlSM1V,Wed Jul 26 19:30:43 +0000 2017
🍑💕  https://t.co/F272j0u57q https://t.co/1ddIwXaEZc,Wed Jul 26 17:00:35 +0000 2017
@AlexandriaMorgz You look good ✨,Wed Jul 26 13:57:21 +0000 2017
RT @mon_ica: The #campglossier playlist is going to get me through Wednesday.  @glossier @Spotify,Wed Jul 26 13:56:12 +0000 2017
Our Social Media Editor Eva shares her tip for a "sunglasses tan" 👉 https://t.co/db9Gc5LUhE,Wed Jul 26 13:00:04 +0000 2017
@habibixing At the moment; we only accept credit/debit cards as a form of payment on https://t.co/lJPHYSrKkl.,Wed Jul 26 12:55:46 +0000 2017
Last call! Every order ships free today only. Get in there https://t.co/2S7jve9GXS ⌛️@lzamagic https://t.co/kIsic0TTX3,Tue Jul 25 22:30:06 +0000 2017
Nice brows. https://t.co/u5Luf4DgRz https://t.co/9cFpDqBlxB,Tue Jul 25 21:00:16 +0000 2017
@2Damsel2Care You look good ✨,Tue Jul 25 19:36:42 +0000 2017
In preparation of our third annual Camp Glossier company retreat—&gt; the official Camp Glossier playlist. Enjoy!… https://t.co/A3IGqWS1mJ,Tue Jul 25 17:43:50 +0000 2017
RT @ren_adrienne: Honestly thank goodness for @glossier or else I'd be late to work half the time 👌🏼,Tue Jul 25 15:47:41 +0000 2017
RT @moncheriabeille: i've only used "super pure" 4 times and my skin is already almost completely clear. @glossier is magic. ✨,Tue Jul 25 15:13:41 +0000 2017
@allisonsnellis Sorry to hear that. DM us your order number and we'll take care of it.,Tue Jul 25 14:57:28 +0000 2017
@LivingGloss We no longer include posters with orders; but our pink pouches are here to stay!,Tue Jul 25 14:56:23 +0000 2017
@wildforyous DM us your order number and we'll look into it!,Tue Jul 25 14:48:34 +0000 2017
@JeanetteHavmand Stay tuned,Tue Jul 25 14:12:37 +0000 2017
@whit_lynn13 A good mail day indeed,Tue Jul 25 14:11:12 +0000 2017
Every order ships free. 24 hours only. Gooooo ⏳ https://t.co/UE1daFohjD https://t.co/LtxshcmQ0i,Tue Jul 25 13:32:59 +0000 2017
@Lyndsay_Land We're working hard on getting Invisible Shield to Canada! Stay tuned.,Mon Jul 24 22:04:21 +0000 2017
@kimgmacias Sorry about that! We cannot accept billing zip codes outside of our shipping zones at this time.,Mon Jul 24 22:02:35 +0000 2017
@tay_jardine Gloss-ee-yay 👌,Mon Jul 24 22:00:14 +0000 2017
@twohanndss Our NYC Showroom is open from 12-8pm. Hope you can stop by 💕,Mon Jul 24 21:58:41 +0000 2017
@_Jadeeee_ Milky Jelly Cleanser was formulated to be gentle and effective on all skin types 💦,Mon Jul 24 21:54:35 +0000 2017
@mystienaa We're working hard to get to as many countries as we can! Stay tuned.,Mon Jul 24 21:52:45 +0000 2017
@narcoticfandoms We are 100% cruelty-free 👍,Mon Jul 24 21:52:07 +0000 2017
@HelenLane_ Birthday Balm Dotcom is here to stay!,Mon Jul 24 21:51:43 +0000 2017
Boy Brow takes 7 seconds to apply. (yes; we counted.) https://t.co/r7dONYqbiI https://t.co/DOCdCrHcA6,Mon Jul 24 21:00:22 +0000 2017
